,Biomass,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Hydro Water Reservoir,Other,Solar,Wind Onshore,Wind Offshore 
2021-04-13 15:00:00+01:00,332.0,3300.0,1.0,578.0,0.0,29.0,4.0,547.0,1.0,50.0,1.0,25.0,370.0,190.0,0.0
2021-04-13 16:00:00+01:00,332.0,3290.0,1.0,550.0,0.0,97.0,4.0,762.0,1.0,128.0,1.0,25.0,343.0,121.0,0.0
2021-04-13 17:00:00+01:00,328.0,3318.0,1.0,572.0,0.0,371.0,5.0,1555.0,1.0,615.0,1.0,26.0,230.0,73.0,0.0
2021-04-13 18:00:00+01:00,322.0,3252.0,1.0,573.0,0.0,751.0,4.0,1894.0,1.0,840.0,1.0,25.0,88.0,58.0,0.0
2021-04-13 19:00:00+01:00,327.0,3298.0,1.0,574.0,0.0,1734.0,1.0,2046.0,1.0,1213.0,1.0,25.0,21.0,48.0,0.0
2021-04-13 20:00:00+01:00,327.0,3261.0,1.0,574.0,0.0,1038.0,2.0,2070.0,1.0,1224.0,1.0,25.0,0.0,61.0,0.0
2021-04-13 21:00:00+01:00,328.0,3236.0,1.0,573.0,0.0,590.0,5.0,2055.0,1.0,1150.0,1.0,25.0,0.0,84.0,0.0
2021-04-13 22:00:00+01:00,325.0,3201.0,1.0,572.0,0.0,128.0,5.0,2009.0,1.0,976.0,1.0,24.0,0.0,101.0,0.0
2021-04-13 23:00:00+01:00,332.0,3167.0,1.0,573.0,0.0,42.0,6.0,1852.0,1.0,1022.0,1.0,25.0,0.0,112.0,0.0
2021-04-14 00:00:00+01:00,333.0,3100.0,1.0,573.0,0.0,88.0,5.0,1469.0,1.0,821.0,2.0,24.0,0.0,124.0,0.0
2021-04-14 01:00:00+01:00,327.0,2990.0,1.0,559.0,0.0,560.0,4.0,1024.0,1.0,651.0,1.0,25.0,0.0,150.0,0.0
2021-04-14 02:00:00+01:00,325.0,2951.0,1.0,362.0,0.0,56.0,6.0,1102.0,1.0,437.0,1.0,23.0,0.0,191.0,0.0
2021-04-14 03:00:00+01:00,328.0,3034.0,1.0,265.0,0.0,79.0,5.0,925.0,1.0,503.0,1.0,24.0,0.0,264.0,0.0
2021-04-14 04:00:00+01:00,323.0,3020.0,1.0,429.0,0.0,550.0,4.0,1037.0,1.0,559.0,1.0,23.0,0.0,377.0,0.0
2021-04-14 05:00:00+01:00,312.0,3163.0,1.0,576.0,0.0,752.0,4.0,968.0,1.0,666.0,1.0,23.0,0.0,512.0,0.0
2021-04-14 06:00:00+01:00,324.0,3055.0,1.0,576.0,0.0,787.0,4.0,977.0,1.0,882.0,1.0,23.0,0.0,712.0,0.0
2021-04-14 07:00:00+01:00,325.0,3183.0,1.0,576.0,0.0,576.0,4.0,1258.0,1.0,867.0,1.0,24.0,14.0,943.0,0.0
2021-04-14 08:00:00+01:00,323.0,3208.0,1.0,575.0,0.0,493.0,4.0,1956.0,1.0,995.0,1.0,23.0,89.0,1056.0,0.0
2021-04-14 09:00:00+01:00,320.0,3290.0,1.0,575.0,0.0,530.0,4.0,2201.0,1.0,772.0,1.0,24.0,175.0,1016.0,0.0
2021-04-14 10:00:00+01:00,323.0,3222.0,1.0,576.0,0.0,451.0,5.0,2148.0,1.0,281.0,1.0,24.0,242.0,937.0,0.0
2021-04-14 11:00:00+01:00,323.0,3183.0,1.0,576.0,0.0,248.0,5.0,2205.0,1.0,138.0,1.0,24.0,270.0,842.0,0.0
2021-04-14 12:00:00+01:00,322.0,3100.0,1.0,567.0,0.0,8.0,6.0,1473.0,1.0,46.0,1.0,24.0,324.0,712.0,0.0
2021-04-14 13:00:00+01:00,325.0,3028.0,1.0,495.0,0.0,0.0,5.0,1110.0,2.0,32.0,1.0,25.0,355.0,573.0,0.0
2021-04-14 14:00:00+01:00,319.0,3012.0,1.0,574.0,0.0,0.0,4.0,629.0,2.0,30.0,1.0,24.0,312.0,438.0,0.0
2021-04-14 15:00:00+01:00,315.0,3110.0,1.0,504.0,0.0,0.0,4.0,558.0,2.0,29.0,1.0,25.0,204.0,411.0,0.0
2021-04-14 16:00:00+01:00,313.0,3100.0,1.0,564.0,0.0,0.0,5.0,855.0,1.0,43.0,1.0,24.0,133.0,353.0,0.0
2021-04-14 17:00:00+01:00,319.0,3312.0,1.0,524.0,0.0,116.0,5.0,1298.0,1.0,527.0,1.0,25.0,117.0,408.0,0.0
2021-04-14 18:00:00+01:00,322.0,3353.0,1.0,576.0,0.0,98.0,5.0,1544.0,1.0,909.0,1.0,24.0,53.0,472.0,0.0
2021-04-14 19:00:00+01:00,337.0,3296.0,1.0,574.0,0.0,296.0,5.0,1905.0,1.0,843.0,1.0,25.0,10.0,589.0,0.0
2021-04-14 20:00:00+01:00,338.0,3294.0,1.0,574.0,0.0,788.0,4.0,1962.0,1.0,1133.0,1.0,25.0,0.0,814.0,0.0
2021-04-14 21:00:00+01:00,341.0,3188.0,1.0,575.0,0.0,78.0,5.0,1828.0,1.0,634.0,1.0,25.0,0.0,996.0,0.0
2021-04-14 22:00:00+01:00,334.0,3208.0,1.0,548.0,0.0,0.0,5.0,1224.0,1.0,52.0,1.0,25.0,0.0,1260.0,0.0
2021-04-14 23:00:00+01:00,340.0,2703.0,5.0,490.0,0.0,0.0,6.0,1081.0,1.0,9.0,1.0,25.0,0.0,1357.0,0.0
2021-04-15 00:00:00+01:00,339.0,2324.0,9.0,265.0,0.0,0.0,65.0,918.0,1.0,27.0,1.0,25.0,0.0,1542.0,0.0
2021-04-15 01:00:00+01:00,342.0,2336.0,7.0,199.0,0.0,0.0,6.0,1049.0,1.0,27.0,1.0,25.0,0.0,1713.0,0.0
2021-04-15 02:00:00+01:00,340.0,2320.0,6.0,198.0,0.0,55.0,6.0,1525.0,1.0,298.0,1.0,25.0,0.0,1695.0,0.0
2021-04-15 03:00:00+01:00,358.0,2280.0,3.0,215.0,0.0,72.0,5.0,1657.0,1.0,166.0,1.0,25.0,0.0,1606.0,0.0
2021-04-15 04:00:00+01:00,363.0,2373.0,3.0,394.0,0.0,155.0,5.0,1363.0,1.0,326.0,1.0,24.0,0.0,1466.0,0.0
2021-04-15 05:00:00+01:00,367.0,2437.0,3.0,402.0,0.0,236.0,5.0,1166.0,1.0,400.0,1.0,25.0,0.0,1438.0,0.0
2021-04-15 06:00:00+01:00,372.0,2437.0,3.0,403.0,0.0,244.0,5.0,1535.0,1.0,844.0,1.0,26.0,0.0,1487.0,0.0
2021-04-15 07:00:00+01:00,369.0,2547.0,3.0,426.0,0.0,432.0,5.0,1548.0,1.0,1040.0,1.0,25.0,9.0,1541.0,0.0
2021-04-15 08:00:00+01:00,341.0,2570.0,2.0,486.0,0.0,644.0,2.0,1722.0,1.0,1161.0,1.0,23.0,75.0,1574.0,0.0
2021-04-15 09:00:00+01:00,348.0,2558.0,2.0,421.0,0.0,1101.0,1.0,1822.0,1.0,1123.0,1.0,21.0,167.0,1357.0,0.0
2021-04-15 10:00:00+01:00,346.0,2501.0,2.0,570.0,0.0,990.0,2.0,1792.0,1.0,945.0,1.0,23.0,273.0,1166.0,0.0
2021-04-15 11:00:00+01:00,352.0,2608.0,2.0,571.0,0.0,791.0,2.0,1352.0,1.0,425.0,1.0,22.0,373.0,930.0,0.0
2021-04-15 12:00:00+01:00,363.0,2550.0,2.0,477.0,0.0,773.0,2.0,1394.0,1.0,322.0,1.0,23.0,397.0,648.0,0.0
2021-04-15 13:00:00+01:00,355.0,2551.0,2.0,299.0,0.0,600.0,2.0,1143.0,1.0,192.0,1.0,22.0,453.0,479.0,0.0
2021-04-15 14:00:00+01:00,350.0,2602.0,2.0,212.0,0.0,581.0,4.0,1031.0,2.0,84.0,1.0,23.0,459.0,317.0,0.0
2021-04-15 15:00:00+01:00,351.0,2545.0,2.0,199.0,0.0,357.0,5.0,864.0,2.0,31.0,1.0,24.0,422.0,166.0,0.0
2021-04-15 16:00:00+01:00,356.0,2357.0,2.0,208.0,0.0,128.0,6.0,1115.0,1.0,277.0,1.0,24.0,352.0,89.0,0.0
2021-04-15 17:00:00+01:00,356.0,2453.0,2.0,374.0,0.0,469.0,5.0,1448.0,1.0,786.0,1.0,24.0,200.0,114.0,0.0
2021-04-15 18:00:00+01:00,366.0,2484.0,2.0,342.0,0.0,807.0,5.0,1839.0,1.0,985.0,1.0,24.0,108.0,164.0,0.0
2021-04-15 19:00:00+01:00,383.0,2479.0,2.0,341.0,0.0,1139.0,3.0,1904.0,1.0,1192.0,1.0,24.0,31.0,251.0,0.0
2021-04-15 20:00:00+01:00,382.0,2490.0,2.0,416.0,0.0,1371.0,1.0,1855.0,1.0,1198.0,1.0,24.0,0.0,344.0,0.0
2021-04-15 21:00:00+01:00,380.0,2502.0,2.0,405.0,0.0,670.0,4.0,1732.0,1.0,1097.0,1.0,23.0,0.0,435.0,0.0
2021-04-15 22:00:00+01:00,384.0,2495.0,2.0,419.0,0.0,398.0,5.0,1511.0,1.0,729.0,1.0,24.0,0.0,334.0,0.0
2021-04-15 23:00:00+01:00,383.0,2518.0,2.0,420.0,0.0,244.0,5.0,1308.0,1.0,719.0,1.0,24.0,0.0,242.0,0.0
2021-04-16 00:00:00+01:00,384.0,2300.0,2.0,490.0,0.0,90.0,6.0,510.0,2.0,139.0,1.0,24.0,0.0,245.0,0.0
2021-04-16 01:00:00+01:00,383.0,2314.0,2.0,482.0,0.0,102.0,34.0,375.0,2.0,105.0,1.0,25.0,0.0,407.0,0.0
2021-04-16 02:00:00+01:00,385.0,2353.0,2.0,483.0,0.0,102.0,6.0,366.0,2.0,41.0,1.0,25.0,0.0,585.0,0.0
2021-04-16 03:00:00+01:00,384.0,2376.0,2.0,441.0,0.0,102.0,6.0,396.0,2.0,40.0,1.0,29.0,0.0,621.0,0.0
2021-04-16 04:00:00+01:00,389.0,2321.0,2.0,525.0,0.0,102.0,5.0,766.0,2.0,107.0,1.0,32.0,0.0,560.0,0.0
2021-04-16 05:00:00+01:00,388.0,2472.0,2.0,577.0,0.0,198.0,6.0,779.0,2.0,372.0,1.0,31.0,0.0,504.0,0.0
2021-04-16 06:00:00+01:00,393.0,2429.0,2.0,575.0,0.0,259.0,5.0,1112.0,2.0,667.0,1.0,32.0,0.0,540.0,0.0
2021-04-16 07:00:00+01:00,393.0,2543.0,2.0,497.0,0.0,1036.0,3.0,1192.0,2.0,1045.0,1.0,31.0,26.0,603.0,0.0
2021-04-16 08:00:00+01:00,394.0,2563.0,2.0,511.0,0.0,777.0,4.0,1471.0,1.0,1022.0,1.0,32.0,163.0,623.0,0.0
2021-04-16 09:00:00+01:00,395.0,2489.0,2.0,472.0,0.0,391.0,5.0,1673.0,1.0,612.0,1.0,32.0,323.0,499.0,0.0
2021-04-16 10:00:00+01:00,401.0,2475.0,2.0,240.0,0.0,69.0,84.0,1629.0,1.0,29.0,1.0,32.0,472.0,464.0,0.0
2021-04-16 11:00:00+01:00,403.0,2377.0,2.0,146.0,5.0,56.0,124.0,1666.0,1.0,26.0,1.0,31.0,599.0,493.0,0.0
2021-04-16 12:00:00+01:00,406.0,2285.0,2.0,101.0,7.0,0.0,318.0,656.0,2.0,8.0,1.0,31.0,617.0,339.0,0.0
2021-04-16 13:00:00+01:00,406.0,2279.0,2.0,101.0,2.0,0.0,250.0,434.0,2.0,8.0,1.0,32.0,566.0,210.0,0.0
2021-04-16 14:00:00+01:00,404.0,2094.0,2.0,100.0,2.0,0.0,357.0,368.0,2.0,8.0,1.0,31.0,552.0,254.0,0.0
2021-04-16 15:00:00+01:00,397.0,2106.0,2.0,100.0,2.0,0.0,762.0,332.0,2.0,8.0,1.0,32.0,553.0,331.0,0.0
2021-04-16 16:00:00+01:00,380.0,2208.0,2.0,101.0,2.0,0.0,324.0,304.0,2.0,8.0,1.0,32.0,481.0,369.0,0.0
2021-04-16 17:00:00+01:00,374.0,2515.0,2.0,101.0,2.0,0.0,113.0,328.0,2.0,8.0,1.0,32.0,359.0,378.0,0.0
2021-04-16 18:00:00+01:00,386.0,2564.0,2.0,101.0,2.0,14.0,11.0,1155.0,1.0,49.0,1.0,32.0,182.0,392.0,0.0
2021-04-16 19:00:00+01:00,400.0,2441.0,2.0,101.0,2.0,843.0,3.0,1520.0,1.0,858.0,1.0,32.0,41.0,442.0,0.0
2021-04-16 20:00:00+01:00,398.0,2503.0,2.0,146.0,2.0,1097.0,2.0,1869.0,1.0,1160.0,1.0,31.0,0.0,545.0,0.0
2021-04-16 21:00:00+01:00,397.0,2494.0,2.0,200.0,4.0,256.0,3.0,1527.0,1.0,515.0,1.0,32.0,0.0,588.0,0.0
2021-04-16 22:00:00+01:00,402.0,2430.0,2.0,155.0,3.0,112.0,5.0,1207.0,1.0,207.0,1.0,31.0,0.0,621.0,0.0
2021-04-16 23:00:00+01:00,399.0,1933.0,4.0,19.0,10.0,116.0,5.0,1735.0,1.0,118.0,1.0,30.0,0.0,684.0,0.0
2021-04-17 00:00:00+01:00,398.0,1571.0,8.0,0.0,7.0,1.0,6.0,1291.0,1.0,51.0,1.0,30.0,0.0,849.0,0.0
2021-04-17 01:00:00+01:00,402.0,1484.0,6.0,0.0,5.0,0.0,45.0,720.0,1.0,9.0,1.0,32.0,0.0,1151.0,0.0
2021-04-17 02:00:00+01:00,402.0,1529.0,5.0,0.0,5.0,0.0,7.0,586.0,1.0,10.0,1.0,32.0,0.0,1398.0,0.0
2021-04-17 03:00:00+01:00,396.0,1688.0,4.0,0.0,6.0,1.0,6.0,390.0,2.0,62.0,1.0,31.0,0.0,1527.0,0.0
2021-04-17 04:00:00+01:00,397.0,1508.0,4.0,0.0,6.0,51.0,6.0,505.0,1.0,177.0,1.0,31.0,0.0,1550.0,0.0
2021-04-17 05:00:00+01:00,401.0,1533.0,4.0,0.0,6.0,58.0,6.0,401.0,1.0,558.0,1.0,31.0,0.0,1566.0,0.0
2021-04-17 06:00:00+01:00,397.0,1477.0,4.0,0.0,6.0,330.0,5.0,544.0,1.0,449.0,1.0,31.0,0.0,1608.0,0.0
2021-04-17 07:00:00+01:00,393.0,1480.0,4.0,0.0,5.0,430.0,4.0,1153.0,1.0,237.0,1.0,32.0,38.0,1575.0,0.0
2021-04-17 08:00:00+01:00,397.0,1533.0,4.0,0.0,5.0,177.0,5.0,1468.0,1.0,81.0,1.0,32.0,230.0,1342.0,0.0
2021-04-17 09:00:00+01:00,398.0,1316.0,7.0,0.0,5.0,1.0,64.0,931.0,1.0,21.0,1.0,32.0,458.0,953.0,0.0
2021-04-17 10:00:00+01:00,404.0,1065.0,8.0,0.0,5.0,0.0,6.0,804.0,1.0,8.0,1.0,32.0,624.0,597.0,0.0
2021-04-17 11:00:00+01:00,402.0,1101.0,8.0,0.0,5.0,0.0,25.0,808.0,1.0,6.0,1.0,33.0,712.0,319.0,0.0
2021-04-17 12:00:00+01:00,398.0,1008.0,7.0,0.0,7.0,0.0,699.0,573.0,1.0,6.0,1.0,32.0,743.0,148.0,0.0
2021-04-17 13:00:00+01:00,402.0,975.0,7.0,0.0,9.0,0.0,1458.0,193.0,2.0,6.0,1.0,32.0,751.0,107.0,0.0
2021-04-17 14:00:00+01:00,405.0,884.0,6.0,0.0,6.0,0.0,1781.0,189.0,2.0,6.0,1.0,30.0,747.0,187.0,0.0
2021-04-17 15:00:00+01:00,408.0,876.0,6.0,0.0,5.0,0.0,1847.0,186.0,2.0,6.0,1.0,30.0,714.0,345.0,0.0
2021-04-17 16:00:00+01:00,407.0,913.0,6.0,0.0,5.0,0.0,1492.0,143.0,2.0,6.0,1.0,31.0,621.0,439.0,0.0
2021-04-17 17:00:00+01:00,407.0,1002.0,6.0,0.0,5.0,0.0,456.0,277.0,2.0,7.0,1.0,26.0,477.0,425.0,0.0
2021-04-17 18:00:00+01:00,408.0,1081.0,5.0,0.0,5.0,107.0,9.0,896.0,1.0,89.0,1.0,25.0,262.0,373.0,0.0
2021-04-17 19:00:00+01:00,408.0,1115.0,5.0,0.0,5.0,1442.0,2.0,1458.0,1.0,819.0,1.0,25.0,52.0,350.0,0.0
2021-04-17 20:00:00+01:00,410.0,1092.0,6.0,0.0,5.0,1434.0,1.0,1541.0,1.0,999.0,1.0,24.0,0.0,411.0,0.0
2021-04-17 21:00:00+01:00,412.0,1095.0,5.0,0.0,5.0,618.0,4.0,1594.0,1.0,812.0,1.0,22.0,0.0,356.0,0.0
2021-04-17 22:00:00+01:00,400.0,1047.0,5.0,0.0,6.0,531.0,5.0,1516.0,1.0,194.0,1.0,17.0,0.0,280.0,0.0
2021-04-17 23:00:00+01:00,408.0,1002.0,5.0,0.0,6.0,91.0,5.0,1272.0,1.0,11.0,1.0,20.0,0.0,231.0,0.0
2021-04-18 00:00:00+01:00,411.0,1023.0,5.0,0.0,6.0,0.0,6.0,720.0,1.0,7.0,1.0,23.0,0.0,162.0,0.0
2021-04-18 01:00:00+01:00,414.0,999.0,5.0,0.0,6.0,0.0,12.0,321.0,2.0,7.0,1.0,24.0,0.0,162.0,0.0
2021-04-18 02:00:00+01:00,409.0,929.0,5.0,0.0,5.0,0.0,141.0,74.0,2.0,7.0,1.0,24.0,0.0,287.0,0.0
2021-04-18 03:00:00+01:00,398.0,1006.0,5.0,0.0,5.0,0.0,589.0,70.0,2.0,7.0,1.0,23.0,0.0,530.0,0.0
2021-04-18 04:00:00+01:00,399.0,1010.0,5.0,0.0,5.0,0.0,380.0,71.0,2.0,7.0,1.0,22.0,0.0,717.0,0.0
2021-04-18 05:00:00+01:00,397.0,936.0,5.0,0.0,5.0,0.0,275.0,77.0,2.0,7.0,1.0,20.0,0.0,857.0,0.0
2021-04-18 06:00:00+01:00,393.0,966.0,6.0,0.0,5.0,136.0,26.0,83.0,2.0,7.0,1.0,22.0,0.0,1008.0,0.0
2021-04-18 07:00:00+01:00,399.0,1023.0,5.0,0.0,5.0,107.0,27.0,138.0,2.0,7.0,1.0,23.0,40.0,1152.0,0.0
2021-04-18 08:00:00+01:00,395.0,1010.0,5.0,0.0,5.0,0.0,70.0,149.0,2.0,17.0,1.0,21.0,214.0,1067.0,0.0
2021-04-18 09:00:00+01:00,397.0,1018.0,5.0,0.0,6.0,0.0,224.0,121.0,2.0,17.0,1.0,21.0,452.0,869.0,0.0
2021-04-18 10:00:00+01:00,395.0,968.0,5.0,0.0,5.0,13.0,422.0,128.0,2.0,7.0,1.0,23.0,616.0,717.0,0.0
2021-04-18 11:00:00+01:00,388.0,987.0,5.0,0.0,4.0,0.0,326.0,106.0,2.0,7.0,1.0,23.0,707.0,509.0,0.0
2021-04-18 12:00:00+01:00,391.0,952.0,5.0,0.0,5.0,0.0,681.0,99.0,2.0,7.0,1.0,22.0,736.0,291.0,0.0
2021-04-18 13:00:00+01:00,389.0,798.0,5.0,0.0,5.0,0.0,1249.0,92.0,2.0,7.0,1.0,22.0,744.0,174.0,0.0
2021-04-18 14:00:00+01:00,392.0,858.0,6.0,0.0,5.0,0.0,1790.0,92.0,2.0,7.0,1.0,23.0,722.0,173.0,0.0
2021-04-18 15:00:00+01:00,397.0,897.0,6.0,0.0,5.0,0.0,1807.0,88.0,2.0,7.0,1.0,23.0,671.0,163.0,0.0
2021-04-18 16:00:00+01:00,397.0,951.0,6.0,0.0,6.0,0.0,719.0,96.0,2.0,8.0,1.0,23.0,590.0,165.0,0.0
2021-04-18 17:00:00+01:00,402.0,952.0,8.0,0.0,6.0,59.0,42.0,315.0,2.0,73.0,1.0,23.0,440.0,221.0,0.0
2021-04-18 18:00:00+01:00,401.0,1128.0,5.0,0.0,6.0,956.0,15.0,586.0,2.0,585.0,1.0,23.0,248.0,325.0,0.0
2021-04-18 19:00:00+01:00,410.0,1224.0,5.0,0.0,6.0,1740.0,2.0,830.0,1.0,1032.0,1.0,24.0,46.0,452.0,0.0
2021-04-18 20:00:00+01:00,414.0,1388.0,6.0,0.0,8.0,1807.0,2.0,1254.0,1.0,791.0,1.0,24.0,0.0,381.0,0.0
2021-04-18 21:00:00+01:00,408.0,1416.0,8.0,0.0,12.0,1488.0,3.0,1402.0,1.0,523.0,1.0,24.0,0.0,279.0,0.0
2021-04-18 22:00:00+01:00,409.0,1426.0,8.0,0.0,16.0,924.0,3.0,1494.0,1.0,462.0,1.0,24.0,0.0,238.0,0.0
2021-04-18 23:00:00+01:00,414.0,1289.0,8.0,0.0,18.0,44.0,34.0,1256.0,1.0,20.0,1.0,24.0,0.0,256.0,0.0
2021-04-19 00:00:00+01:00,413.0,1156.0,5.0,0.0,23.0,0.0,497.0,1257.0,1.0,9.0,1.0,24.0,0.0,284.0,0.0
2021-04-19 01:00:00+01:00,406.0,1245.0,5.0,0.0,26.0,0.0,213.0,450.0,2.0,9.0,1.0,25.0,0.0,385.0,0.0
2021-04-19 02:00:00+01:00,407.0,1288.0,4.0,0.0,26.0,0.0,369.0,310.0,2.0,9.0,1.0,25.0,0.0,443.0,0.0
2021-04-19 03:00:00+01:00,402.0,1299.0,5.0,45.0,16.0,0.0,221.0,343.0,2.0,9.0,1.0,25.0,0.0,405.0,0.0
2021-04-19 04:00:00+01:00,403.0,1317.0,10.0,166.0,0.0,28.0,13.0,421.0,2.0,16.0,1.0,25.0,0.0,277.0,0.0
2021-04-19 05:00:00+01:00,402.0,1972.0,5.0,317.0,0.0,671.0,4.0,1257.0,1.0,499.0,1.0,25.0,0.0,300.0,0.0
2021-04-19 06:00:00+01:00,403.0,2390.0,4.0,469.0,0.0,949.0,2.0,1543.0,1.0,510.0,1.0,25.0,0.0,288.0,0.0
2021-04-19 07:00:00+01:00,406.0,2883.0,1.0,558.0,0.0,1577.0,1.0,1706.0,1.0,530.0,1.0,24.0,27.0,276.0,0.0
2021-04-19 08:00:00+01:00,405.0,3164.0,1.0,574.0,0.0,1268.0,2.0,1709.0,1.0,726.0,1.0,25.0,164.0,248.0,0.0
2021-04-19 09:00:00+01:00,401.0,3199.0,1.0,576.0,0.0,1264.0,2.0,1896.0,1.0,547.0,1.0,24.0,382.0,195.0,0.0
2021-04-19 10:00:00+01:00,410.0,3324.0,1.0,576.0,0.0,702.0,2.0,1779.0,1.0,464.0,1.0,24.0,558.0,117.0,0.0
2021-04-19 11:00:00+01:00,412.0,3227.0,1.0,576.0,0.0,38.0,3.0,1525.0,1.0,99.0,1.0,25.0,646.0,128.0,0.0
2021-04-19 12:00:00+01:00,416.0,2986.0,1.0,521.0,0.0,0.0,3.0,333.0,2.0,11.0,1.0,25.0,705.0,279.0,0.0
2021-04-19 13:00:00+01:00,413.0,2792.0,1.0,450.0,0.0,0.0,3.0,261.0,2.0,9.0,1.0,25.0,723.0,435.0,0.0
2021-04-19 14:00:00+01:00,410.0,2552.0,0.0,353.0,0.0,0.0,24.0,268.0,2.0,9.0,1.0,25.0,698.0,657.0,0.0
2021-04-19 15:00:00+01:00,414.0,2746.0,1.0,222.0,0.0,0.0,264.0,146.0,2.0,13.0,1.0,25.0,646.0,932.0,0.0
2021-04-19 16:00:00+01:00,408.0,2632.0,1.0,432.0,0.0,9.0,84.0,152.0,2.0,13.0,1.0,25.0,563.0,1241.0,0.0
2021-04-19 17:00:00+01:00,409.0,3185.0,1.0,575.0,0.0,192.0,9.0,559.0,2.0,137.0,1.0,25.0,397.0,1617.0,0.0
2021-04-19 18:00:00+01:00,398.0,3168.0,0.0,576.0,0.0,787.0,2.0,1523.0,1.0,313.0,1.0,26.0,214.0,1615.0,0.0
2021-04-19 19:00:00+01:00,403.0,3300.0,0.0,577.0,0.0,1509.0,1.0,1720.0,1.0,448.0,1.0,25.0,54.0,1567.0,0.0
2021-04-19 20:00:00+01:00,402.0,3293.0,0.0,577.0,0.0,1737.0,0.0,1961.0,1.0,520.0,1.0,25.0,0.0,1607.0,0.0
2021-04-19 21:00:00+01:00,395.0,3261.0,0.0,576.0,0.0,1054.0,2.0,2047.0,1.0,458.0,1.0,24.0,0.0,1449.0,0.0
2021-04-19 22:00:00+01:00,402.0,3152.0,0.0,576.0,0.0,100.0,6.0,1926.0,1.0,30.0,1.0,26.0,0.0,1321.0,0.0
2021-04-19 23:00:00+01:00,404.0,2816.0,1.0,576.0,0.0,1.0,37.0,1303.0,1.0,26.0,1.0,26.0,0.0,1172.0,0.0
2021-04-20 00:00:00+01:00,400.0,2261.0,3.0,576.0,0.0,0.0,560.0,1198.0,1.0,26.0,1.0,26.0,0.0,1188.0,0.0
2021-04-20 01:00:00+01:00,396.0,2365.0,3.0,507.0,0.0,0.0,12.0,486.0,1.0,25.0,1.0,26.0,0.0,1131.0,0.0
2021-04-20 02:00:00+01:00,391.0,2491.0,3.0,324.0,0.0,0.0,13.0,404.0,2.0,7.0,1.0,24.0,0.0,1062.0,0.0
2021-04-20 03:00:00+01:00,400.0,2781.0,3.0,268.0,0.0,0.0,13.0,381.0,2.0,7.0,1.0,26.0,0.0,895.0,0.0
2021-04-20 04:00:00+01:00,395.0,2547.0,4.0,462.0,0.0,15.0,13.0,420.0,2.0,12.0,1.0,26.0,0.0,713.0,0.0
2021-04-20 05:00:00+01:00,396.0,2995.0,0.0,579.0,0.0,353.0,12.0,1057.0,1.0,385.0,1.0,26.0,0.0,684.0,0.0
2021-04-20 06:00:00+01:00,406.0,3102.0,0.0,576.0,0.0,956.0,11.0,1542.0,1.0,462.0,1.0,25.0,0.0,675.0,0.0
2021-04-20 07:00:00+01:00,404.0,3243.0,0.0,576.0,0.0,1060.0,2.0,1650.0,1.0,603.0,1.0,24.0,32.0,618.0,0.0
2021-04-20 08:00:00+01:00,401.0,3311.0,0.0,576.0,0.0,1237.0,1.0,1728.0,1.0,806.0,1.0,24.0,173.0,497.0,0.0
2021-04-20 09:00:00+01:00,399.0,3209.0,0.0,576.0,0.0,571.0,2.0,1806.0,1.0,452.0,1.0,23.0,299.0,445.0,0.0
2021-04-20 10:00:00+01:00,394.0,3158.0,0.0,575.0,0.0,11.0,3.0,1394.0,1.0,177.0,1.0,24.0,359.0,520.0,0.0
2021-04-20 11:00:00+01:00,395.0,3079.0,0.0,575.0,0.0,0.0,3.0,786.0,2.0,9.0,1.0,25.0,390.0,556.0,0.0
2021-04-20 12:00:00+01:00,400.0,2885.0,0.0,546.0,0.0,0.0,3.0,559.0,2.0,9.0,1.0,25.0,406.0,630.0,0.0
2021-04-20 13:00:00+01:00,395.0,2609.0,0.0,331.0,0.0,0.0,3.0,440.0,1.0,9.0,1.0,26.0,458.0,740.0,0.0
2021-04-20 14:00:00+01:00,402.0,2427.0,0.0,200.0,0.0,0.0,3.0,364.0,2.0,9.0,1.0,25.0,528.0,1054.0,0.0
2021-04-20 15:00:00+01:00,398.0,2613.0,0.0,234.0,0.0,0.0,77.0,297.0,2.0,9.0,1.0,25.0,469.0,1381.0,0.0
2021-04-20 16:00:00+01:00,397.0,2649.0,0.0,424.0,0.0,1.0,6.0,745.0,1.0,9.0,1.0,25.0,439.0,1644.0,0.0
2021-04-20 17:00:00+01:00,409.0,3247.0,0.0,576.0,0.0,75.0,5.0,824.0,1.0,50.0,1.0,25.0,389.0,1770.0,0.0
2021-04-20 18:00:00+01:00,409.0,3256.0,0.0,577.0,0.0,650.0,4.0,1478.0,1.0,314.0,1.0,26.0,233.0,1704.0,0.0
2021-04-20 19:00:00+01:00,416.0,3260.0,0.0,577.0,0.0,1220.0,1.0,1550.0,1.0,1019.0,1.0,26.0,54.0,1790.0,0.0
2021-04-20 20:00:00+01:00,418.0,3257.0,0.0,578.0,0.0,1353.0,1.0,1556.0,1.0,1139.0,1.0,25.0,0.0,1672.0,0.0
2021-04-20 21:00:00+01:00,417.0,3218.0,0.0,577.0,0.0,513.0,3.0,1547.0,1.0,601.0,1.0,26.0,0.0,1462.0,0.0
