,Biomass,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Hydro Water Reservoir,Other,Solar,Wind Onshore,Wind Offshore 
2021-04-06 08:00:00+01:00,413.0,1562.0,4.0,0.0,5.0,1279.0,1.0,1186.0,1.0,458.0,1.0,29.0,171.0,119.0,0.0
2021-04-06 09:00:00+01:00,402.0,1563.0,4.0,0.0,6.0,1253.0,1.0,1212.0,1.0,111.0,1.0,29.0,387.0,69.0,0.0
2021-04-06 10:00:00+01:00,404.0,1560.0,4.0,0.0,5.0,555.0,2.0,1336.0,1.0,53.0,1.0,30.0,555.0,44.0,0.0
2021-04-06 11:00:00+01:00,410.0,1554.0,4.0,0.0,5.0,400.0,2.0,1036.0,1.0,33.0,1.0,30.0,655.0,74.0,0.0
2021-04-06 12:00:00+01:00,411.0,1532.0,5.0,0.0,5.0,8.0,30.0,942.0,1.0,8.0,1.0,31.0,655.0,159.0,0.0
2021-04-06 13:00:00+01:00,407.0,1523.0,5.0,0.0,5.0,0.0,732.0,709.0,1.0,8.0,1.0,31.0,651.0,276.0,0.0
2021-04-06 14:00:00+01:00,400.0,1376.0,6.0,0.0,5.0,0.0,737.0,725.0,1.0,8.0,1.0,31.0,616.0,420.0,0.0
2021-04-06 15:00:00+01:00,395.0,1201.0,6.0,0.0,5.0,0.0,731.0,674.0,1.0,8.0,1.0,31.0,581.0,592.0,0.0
2021-04-06 16:00:00+01:00,393.0,1200.0,7.0,0.0,5.0,0.0,520.0,684.0,1.0,8.0,1.0,30.0,477.0,695.0,0.0
2021-04-06 17:00:00+01:00,411.0,1514.0,12.0,0.0,5.0,22.0,14.0,749.0,1.0,9.0,1.0,31.0,334.0,729.0,0.0
2021-04-06 18:00:00+01:00,412.0,1657.0,2.0,0.0,5.0,736.0,1.0,1083.0,1.0,121.0,1.0,31.0,197.0,767.0,0.0
2021-04-06 19:00:00+01:00,406.0,1732.0,2.0,0.0,7.0,1179.0,1.0,1515.0,1.0,396.0,1.0,31.0,35.0,774.0,0.0
2021-04-06 20:00:00+01:00,404.0,1820.0,1.0,0.0,9.0,1820.0,0.0,1750.0,1.0,995.0,1.0,31.0,0.0,717.0,0.0
2021-04-06 21:00:00+01:00,399.0,2111.0,2.0,0.0,10.0,1268.0,1.0,1541.0,1.0,172.0,1.0,30.0,0.0,618.0,0.0
2021-04-06 22:00:00+01:00,404.0,2218.0,2.0,0.0,11.0,613.0,4.0,1282.0,1.0,93.0,1.0,30.0,0.0,494.0,0.0
2021-04-06 23:00:00+01:00,408.0,1774.0,3.0,0.0,13.0,24.0,392.0,962.0,1.0,32.0,1.0,30.0,0.0,474.0,0.0
2021-04-07 00:00:00+01:00,407.0,1481.0,4.0,0.0,13.0,0.0,420.0,749.0,1.0,9.0,1.0,24.0,0.0,526.0,0.0
2021-04-07 01:00:00+01:00,417.0,1298.0,4.0,0.0,13.0,0.0,422.0,413.0,1.0,9.0,1.0,31.0,0.0,888.0,0.0
2021-04-07 02:00:00+01:00,411.0,1290.0,5.0,0.0,14.0,0.0,509.0,302.0,1.0,8.0,1.0,30.0,0.0,1290.0,0.0
2021-04-07 03:00:00+01:00,414.0,1298.0,5.0,0.0,14.0,0.0,499.0,201.0,2.0,8.0,1.0,30.0,0.0,1538.0,0.0
2021-04-07 04:00:00+01:00,411.0,1288.0,7.0,42.0,2.0,0.0,367.0,201.0,2.0,8.0,1.0,29.0,0.0,1770.0,0.0
2021-04-07 05:00:00+01:00,407.0,1595.0,1.0,96.0,2.0,0.0,482.0,316.0,2.0,8.0,1.0,29.0,0.0,1986.0,0.0
2021-04-07 06:00:00+01:00,417.0,1797.0,1.0,111.0,2.0,2.0,262.0,576.0,1.0,21.0,1.0,29.0,0.0,2169.0,0.0
2021-04-07 07:00:00+01:00,414.0,2094.0,2.0,159.0,2.0,82.0,29.0,1366.0,0.0,42.0,1.0,30.0,22.0,2276.0,0.0
2021-04-07 08:00:00+01:00,417.0,2244.0,2.0,254.0,2.0,0.0,8.0,1373.0,1.0,34.0,1.0,29.0,155.0,2257.0,0.0
2021-04-07 09:00:00+01:00,413.0,2148.0,1.0,267.0,2.0,0.0,8.0,952.0,1.0,10.0,1.0,30.0,355.0,2127.0,0.0
2021-04-07 10:00:00+01:00,413.0,2283.0,1.0,190.0,2.0,0.0,6.0,801.0,1.0,8.0,1.0,31.0,516.0,1906.0,0.0
2021-04-07 11:00:00+01:00,414.0,2356.0,2.0,183.0,2.0,0.0,6.0,1160.0,1.0,8.0,1.0,32.0,593.0,1556.0,0.0
2021-04-07 12:00:00+01:00,416.0,2254.0,2.0,181.0,2.0,0.0,5.0,1039.0,1.0,9.0,1.0,34.0,649.0,1168.0,0.0
2021-04-07 13:00:00+01:00,417.0,2169.0,3.0,167.0,2.0,0.0,5.0,818.0,1.0,8.0,1.0,33.0,677.0,873.0,0.0
2021-04-07 14:00:00+01:00,413.0,1971.0,6.0,112.0,2.0,0.0,5.0,1069.0,1.0,8.0,1.0,33.0,665.0,662.0,0.0
2021-04-07 15:00:00+01:00,421.0,2159.0,2.0,111.0,2.0,0.0,90.0,521.0,2.0,9.0,1.0,33.0,610.0,448.0,0.0
2021-04-07 16:00:00+01:00,416.0,2198.0,2.0,111.0,2.0,0.0,5.0,589.0,2.0,8.0,1.0,33.0,533.0,370.0,0.0
2021-04-07 17:00:00+01:00,413.0,2449.0,2.0,182.0,2.0,0.0,5.0,1491.0,1.0,43.0,1.0,34.0,402.0,335.0,0.0
2021-04-07 18:00:00+01:00,420.0,2531.0,1.0,269.0,2.0,281.0,4.0,1872.0,1.0,115.0,1.0,34.0,188.0,293.0,0.0
2021-04-07 19:00:00+01:00,423.0,2563.0,2.0,289.0,3.0,1274.0,3.0,2137.0,1.0,884.0,1.0,35.0,32.0,273.0,0.0
2021-04-07 20:00:00+01:00,421.0,2573.0,1.0,289.0,6.0,1981.0,0.0,2176.0,1.0,1191.0,1.0,34.0,0.0,329.0,0.0
2021-04-07 21:00:00+01:00,417.0,2473.0,2.0,287.0,8.0,1011.0,2.0,2166.0,1.0,840.0,1.0,33.0,0.0,425.0,0.0
2021-04-07 22:00:00+01:00,421.0,2453.0,2.0,287.0,8.0,372.0,6.0,1910.0,1.0,189.0,1.0,33.0,0.0,524.0,0.0
2021-04-07 23:00:00+01:00,429.0,2519.0,3.0,287.0,8.0,379.0,6.0,1831.0,1.0,77.0,1.0,33.0,0.0,548.0,0.0
2021-04-08 00:00:00+01:00,421.0,2053.0,3.0,288.0,10.0,28.0,7.0,1117.0,2.0,32.0,1.0,34.0,0.0,621.0,0.0
2021-04-08 01:00:00+01:00,420.0,2091.0,3.0,214.0,12.0,0.0,7.0,1010.0,2.0,18.0,1.0,35.0,0.0,639.0,0.0
2021-04-08 02:00:00+01:00,422.0,1871.0,5.0,180.0,12.0,0.0,7.0,837.0,2.0,9.0,1.0,35.0,0.0,627.0,0.0
2021-04-08 03:00:00+01:00,420.0,1770.0,6.0,181.0,12.0,0.0,8.0,952.0,1.0,56.0,1.0,34.0,0.0,602.0,0.0
2021-04-08 04:00:00+01:00,421.0,1850.0,1.0,299.0,0.0,0.0,7.0,949.0,1.0,29.0,1.0,34.0,0.0,683.0,0.0
2021-04-08 05:00:00+01:00,421.0,2282.0,1.0,404.0,0.0,18.0,7.0,1234.0,1.0,11.0,1.0,32.0,0.0,863.0,0.0
2021-04-08 06:00:00+01:00,421.0,2560.0,1.0,484.0,0.0,769.0,3.0,1838.0,1.0,247.0,1.0,34.0,0.0,949.0,0.0
2021-04-08 07:00:00+01:00,424.0,2809.0,1.0,572.0,0.0,805.0,3.0,1887.0,1.0,300.0,1.0,33.0,16.0,1021.0,0.0
2021-04-08 08:00:00+01:00,430.0,2834.0,1.0,575.0,0.0,1005.0,3.0,1953.0,1.0,551.0,1.0,32.0,116.0,1009.0,0.0
2021-04-08 09:00:00+01:00,421.0,2800.0,1.0,522.0,0.0,357.0,4.0,1991.0,1.0,598.0,1.0,32.0,272.0,948.0,0.0
2021-04-08 10:00:00+01:00,423.0,2843.0,1.0,488.0,0.0,9.0,5.0,1762.0,1.0,25.0,1.0,32.0,371.0,980.0,0.0
2021-04-08 11:00:00+01:00,426.0,2786.0,1.0,396.0,0.0,0.0,5.0,1721.0,1.0,10.0,1.0,33.0,443.0,970.0,0.0
2021-04-08 12:00:00+01:00,431.0,2840.0,1.0,346.0,0.0,0.0,5.0,1088.0,1.0,10.0,1.0,33.0,454.0,935.0,0.0
2021-04-08 13:00:00+01:00,427.0,2775.0,1.0,236.0,0.0,0.0,5.0,822.0,1.0,195.0,1.0,34.0,445.0,930.0,0.0
2021-04-08 14:00:00+01:00,430.0,2745.0,1.0,210.0,0.0,0.0,5.0,868.0,1.0,189.0,1.0,34.0,378.0,934.0,0.0
2021-04-08 15:00:00+01:00,425.0,2642.0,1.0,211.0,0.0,0.0,5.0,781.0,1.0,10.0,1.0,33.0,330.0,888.0,0.0
2021-04-08 16:00:00+01:00,425.0,2713.0,1.0,219.0,0.0,0.0,5.0,814.0,1.0,16.0,1.0,33.0,317.0,856.0,0.0
2021-04-08 17:00:00+01:00,417.0,2918.0,1.0,461.0,0.0,109.0,4.0,1233.0,1.0,84.0,1.0,33.0,216.0,846.0,0.0
2021-04-08 18:00:00+01:00,426.0,2931.0,1.0,492.0,0.0,349.0,4.0,1581.0,1.0,556.0,1.0,33.0,94.0,841.0,0.0
2021-04-08 19:00:00+01:00,427.0,2928.0,1.0,571.0,0.0,1150.0,3.0,1992.0,1.0,1046.0,1.0,33.0,22.0,693.0,0.0
2021-04-08 20:00:00+01:00,425.0,2880.0,1.0,577.0,0.0,1221.0,1.0,2187.0,1.0,1079.0,1.0,33.0,0.0,482.0,0.0
2021-04-08 21:00:00+01:00,424.0,2891.0,1.0,576.0,0.0,382.0,5.0,2164.0,1.0,767.0,1.0,33.0,0.0,338.0,0.0
2021-04-08 22:00:00+01:00,426.0,2656.0,1.0,464.0,0.0,18.0,8.0,1501.0,1.0,20.0,1.0,32.0,0.0,375.0,0.0
2021-04-08 23:00:00+01:00,422.0,2879.0,1.0,466.0,0.0,0.0,9.0,1542.0,1.0,237.0,1.0,32.0,0.0,394.0,0.0
2021-04-09 00:00:00+01:00,420.0,2466.0,1.0,388.0,0.0,0.0,122.0,1147.0,1.0,29.0,1.0,33.0,0.0,372.0,0.0
2021-04-09 01:00:00+01:00,420.0,2327.0,1.0,322.0,0.0,0.0,8.0,1099.0,1.0,28.0,1.0,33.0,0.0,300.0,0.0
2021-04-09 02:00:00+01:00,419.0,2378.0,1.0,291.0,0.0,0.0,8.0,976.0,1.0,28.0,1.0,34.0,0.0,250.0,0.0
2021-04-09 03:00:00+01:00,422.0,2159.0,1.0,388.0,0.0,0.0,188.0,918.0,1.0,28.0,1.0,34.0,0.0,326.0,0.0
2021-04-09 04:00:00+01:00,425.0,2568.0,1.0,394.0,0.0,15.0,8.0,981.0,1.0,45.0,1.0,34.0,0.0,388.0,0.0
2021-04-09 05:00:00+01:00,421.0,2780.0,1.0,502.0,0.0,501.0,6.0,1251.0,1.0,496.0,1.0,34.0,0.0,354.0,0.0
2021-04-09 06:00:00+01:00,420.0,2783.0,1.0,576.0,0.0,719.0,4.0,1528.0,1.0,917.0,1.0,32.0,0.0,343.0,0.0
2021-04-09 07:00:00+01:00,418.0,2900.0,1.0,576.0,0.0,814.0,4.0,1683.0,1.0,1007.0,1.0,31.0,11.0,401.0,0.0
2021-04-09 08:00:00+01:00,412.0,2888.0,1.0,576.0,0.0,1241.0,2.0,1913.0,1.0,1038.0,1.0,33.0,94.0,422.0,0.0
2021-04-09 09:00:00+01:00,423.0,2816.0,1.0,576.0,0.0,1154.0,2.0,1881.0,1.0,1054.0,1.0,32.0,218.0,535.0,0.0
2021-04-09 10:00:00+01:00,422.0,2867.0,1.0,564.0,0.0,935.0,2.0,1741.0,1.0,970.0,1.0,30.0,339.0,545.0,0.0
2021-04-09 11:00:00+01:00,422.0,2838.0,1.0,578.0,0.0,238.0,5.0,1432.0,1.0,144.0,1.0,30.0,460.0,531.0,0.0
2021-04-09 12:00:00+01:00,424.0,2728.0,1.0,577.0,0.0,74.0,6.0,920.0,1.0,72.0,1.0,30.0,463.0,595.0,0.0
2021-04-09 13:00:00+01:00,424.0,2762.0,1.0,514.0,0.0,0.0,6.0,657.0,1.0,29.0,1.0,31.0,474.0,692.0,0.0
2021-04-09 14:00:00+01:00,426.0,2646.0,1.0,259.0,0.0,0.0,6.0,278.0,2.0,28.0,1.0,33.0,454.0,783.0,0.0
2021-04-09 15:00:00+01:00,418.0,2688.0,1.0,204.0,0.0,0.0,113.0,177.0,2.0,9.0,1.0,33.0,465.0,785.0,0.0
2021-04-09 16:00:00+01:00,411.0,2770.0,1.0,336.0,0.0,0.0,6.0,394.0,2.0,17.0,1.0,33.0,433.0,760.0,0.0
2021-04-09 17:00:00+01:00,417.0,2961.0,1.0,446.0,0.0,14.0,6.0,839.0,1.0,98.0,1.0,33.0,310.0,736.0,0.0
2021-04-09 18:00:00+01:00,424.0,3013.0,1.0,509.0,0.0,590.0,3.0,1725.0,1.0,755.0,1.0,33.0,156.0,821.0,0.0
2021-04-09 19:00:00+01:00,422.0,2990.0,1.0,509.0,0.0,1005.0,1.0,2120.0,1.0,1082.0,1.0,30.0,31.0,817.0,0.0
2021-04-09 20:00:00+01:00,424.0,2983.0,1.0,520.0,0.0,667.0,2.0,2279.0,1.0,1043.0,1.0,30.0,0.0,643.0,0.0
2021-04-09 21:00:00+01:00,425.0,2991.0,1.0,576.0,0.0,282.0,4.0,1997.0,1.0,756.0,1.0,30.0,0.0,396.0,0.0
2021-04-09 22:00:00+01:00,422.0,2924.0,1.0,529.0,0.0,0.0,26.0,1585.0,1.0,105.0,1.0,30.0,0.0,262.0,0.0
2021-04-09 23:00:00+01:00,424.0,2429.0,4.0,312.0,2.0,0.0,137.0,1465.0,1.0,9.0,1.0,31.0,0.0,170.0,0.0
2021-04-10 00:00:00+01:00,424.0,1817.0,6.0,100.0,9.0,0.0,8.0,1231.0,1.0,9.0,1.0,31.0,0.0,213.0,0.0
2021-04-10 01:00:00+01:00,423.0,1654.0,6.0,101.0,4.0,0.0,329.0,1074.0,1.0,9.0,1.0,30.0,0.0,378.0,0.0
2021-04-10 02:00:00+01:00,420.0,1670.0,6.0,100.0,2.0,0.0,378.0,1069.0,1.0,9.0,1.0,31.0,0.0,539.0,0.0
2021-04-10 03:00:00+01:00,421.0,1660.0,5.0,101.0,2.0,0.0,42.0,770.0,1.0,7.0,1.0,31.0,0.0,691.0,0.0
2021-04-10 04:00:00+01:00,420.0,1798.0,4.0,100.0,2.0,0.0,194.0,561.0,1.0,6.0,1.0,30.0,0.0,854.0,0.0
2021-04-10 05:00:00+01:00,419.0,1884.0,4.0,111.0,2.0,0.0,216.0,922.0,1.0,17.0,1.0,30.0,0.0,889.0,0.0
2021-04-10 06:00:00+01:00,416.0,1999.0,2.0,187.0,3.0,5.0,9.0,1417.0,1.0,99.0,1.0,30.0,0.0,825.0,0.0
2021-04-10 07:00:00+01:00,414.0,2337.0,2.0,272.0,2.0,302.0,8.0,1589.0,1.0,158.0,1.0,31.0,20.0,848.0,0.0
2021-04-10 08:00:00+01:00,407.0,2398.0,2.0,291.0,2.0,819.0,5.0,1774.0,1.0,512.0,1.0,31.0,109.0,755.0,0.0
2021-04-10 09:00:00+01:00,411.0,2478.0,2.0,290.0,2.0,829.0,3.0,1824.0,1.0,537.0,1.0,31.0,166.0,804.0,0.0
2021-04-10 10:00:00+01:00,416.0,2482.0,2.0,289.0,2.0,709.0,3.0,1678.0,1.0,105.0,1.0,31.0,258.0,893.0,0.0
2021-04-10 11:00:00+01:00,411.0,2443.0,2.0,289.0,2.0,15.0,5.0,1623.0,1.0,30.0,1.0,31.0,402.0,959.0,0.0
2021-04-10 12:00:00+01:00,409.0,2453.0,2.0,263.0,2.0,0.0,5.0,1349.0,1.0,9.0,1.0,31.0,445.0,1030.0,0.0
2021-04-10 13:00:00+01:00,403.0,2380.0,2.0,261.0,2.0,0.0,5.0,902.0,1.0,9.0,1.0,31.0,441.0,996.0,0.0
2021-04-10 14:00:00+01:00,403.0,1982.0,2.0,247.0,2.0,0.0,4.0,653.0,1.0,8.0,1.0,30.0,409.0,942.0,0.0
2021-04-10 15:00:00+01:00,407.0,1979.0,2.0,201.0,2.0,0.0,4.0,370.0,1.0,10.0,1.0,31.0,356.0,821.0,0.0
2021-04-10 16:00:00+01:00,400.0,2173.0,2.0,177.0,2.0,1.0,4.0,652.0,1.0,107.0,1.0,31.0,227.0,800.0,0.0
2021-04-10 17:00:00+01:00,404.0,2302.0,2.0,237.0,2.0,227.0,4.0,904.0,1.0,516.0,1.0,30.0,171.0,673.0,0.0
2021-04-10 18:00:00+01:00,410.0,2383.0,2.0,288.0,3.0,439.0,3.0,1196.0,1.0,940.0,1.0,30.0,121.0,533.0,0.0
2021-04-10 19:00:00+01:00,414.0,2393.0,2.0,289.0,2.0,589.0,3.0,1263.0,1.0,889.0,1.0,30.0,21.0,362.0,0.0
2021-04-10 20:00:00+01:00,418.0,2443.0,2.0,290.0,2.0,1739.0,1.0,1519.0,1.0,1111.0,1.0,30.0,0.0,198.0,0.0
2021-04-10 21:00:00+01:00,418.0,2417.0,2.0,290.0,2.0,732.0,2.0,1443.0,1.0,1041.0,1.0,31.0,0.0,180.0,0.0
2021-04-10 22:00:00+01:00,416.0,2298.0,2.0,261.0,2.0,42.0,3.0,1314.0,1.0,227.0,1.0,27.0,0.0,171.0,0.0
2021-04-10 23:00:00+01:00,411.0,1668.0,5.0,103.0,7.0,192.0,14.0,1464.0,1.0,159.0,1.0,24.0,0.0,161.0,0.0
2021-04-11 00:00:00+01:00,411.0,1037.0,9.0,0.0,14.0,14.0,83.0,968.0,1.0,85.0,1.0,23.0,0.0,172.0,0.0
2021-04-11 01:00:00+01:00,414.0,774.0,11.0,0.0,9.0,0.0,151.0,967.0,1.0,65.0,1.0,22.0,0.0,210.0,0.0
2021-04-11 02:00:00+01:00,414.0,569.0,14.0,0.0,6.0,0.0,114.0,958.0,1.0,38.0,1.0,23.0,0.0,234.0,0.0
2021-04-11 03:00:00+01:00,407.0,569.0,12.0,0.0,5.0,0.0,130.0,838.0,1.0,7.0,1.0,21.0,0.0,328.0,0.0
2021-04-11 04:00:00+01:00,409.0,570.0,10.0,0.0,5.0,0.0,46.0,811.0,1.0,7.0,1.0,21.0,0.0,443.0,0.0
2021-04-11 05:00:00+01:00,414.0,571.0,10.0,0.0,5.0,0.0,125.0,911.0,1.0,7.0,1.0,21.0,0.0,577.0,0.0
2021-04-11 06:00:00+01:00,407.0,613.0,8.0,0.0,6.0,175.0,16.0,963.0,1.0,18.0,1.0,22.0,0.0,693.0,0.0
2021-04-11 07:00:00+01:00,405.0,578.0,6.0,0.0,6.0,176.0,201.0,966.0,1.0,7.0,1.0,22.0,15.0,797.0,0.0
2021-04-11 08:00:00+01:00,396.0,419.0,8.0,0.0,6.0,217.0,58.0,1088.0,1.0,7.0,1.0,22.0,111.0,793.0,0.0
2021-04-11 09:00:00+01:00,395.0,368.0,8.0,0.0,5.0,658.0,12.0,1296.0,1.0,7.0,1.0,22.0,201.0,675.0,0.0
2021-04-11 10:00:00+01:00,395.0,371.0,8.0,0.0,5.0,48.0,13.0,1237.0,1.0,7.0,1.0,21.0,328.0,536.0,0.0
2021-04-11 11:00:00+01:00,393.0,374.0,8.0,0.0,6.0,0.0,14.0,903.0,1.0,7.0,1.0,22.0,391.0,450.0,0.0
2021-04-11 12:00:00+01:00,389.0,372.0,8.0,0.0,5.0,0.0,349.0,808.0,1.0,9.0,1.0,21.0,439.0,427.0,0.0
2021-04-11 13:00:00+01:00,390.0,373.0,8.0,0.0,5.0,0.0,368.0,540.0,1.0,208.0,1.0,20.0,537.0,401.0,0.0
2021-04-11 14:00:00+01:00,394.0,372.0,8.0,0.0,5.0,0.0,416.0,437.0,1.0,27.0,1.0,19.0,554.0,446.0,0.0
2021-04-11 15:00:00+01:00,395.0,369.0,8.0,0.0,5.0,0.0,372.0,366.0,1.0,27.0,1.0,20.0,553.0,537.0,0.0
2021-04-11 16:00:00+01:00,394.0,368.0,8.0,0.0,5.0,0.0,572.0,393.0,1.0,7.0,1.0,21.0,520.0,632.0,0.0
2021-04-11 17:00:00+01:00,390.0,368.0,8.0,0.0,5.0,0.0,799.0,381.0,2.0,7.0,1.0,21.0,408.0,798.0,0.0
2021-04-11 18:00:00+01:00,393.0,369.0,8.0,0.0,5.0,13.0,303.0,500.0,2.0,9.0,1.0,22.0,236.0,852.0,0.0
2021-04-11 19:00:00+01:00,388.0,371.0,8.0,0.0,5.0,607.0,6.0,666.0,1.0,500.0,1.0,21.0,44.0,873.0,0.0
2021-04-11 20:00:00+01:00,390.0,372.0,8.0,0.0,5.0,1658.0,1.0,979.0,2.0,1074.0,1.0,23.0,0.0,840.0,0.0
2021-04-11 21:00:00+01:00,392.0,374.0,8.0,0.0,5.0,1074.0,1.0,1093.0,2.0,685.0,1.0,22.0,0.0,1013.0,0.0
2021-04-11 22:00:00+01:00,393.0,390.0,8.0,0.0,5.0,376.0,2.0,1074.0,2.0,431.0,1.0,22.0,0.0,1353.0,0.0
2021-04-11 23:00:00+01:00,394.0,398.0,10.0,0.0,6.0,1.0,151.0,900.0,2.0,132.0,1.0,22.0,0.0,1772.0,0.0
2021-04-12 00:00:00+01:00,393.0,399.0,13.0,0.0,7.0,0.0,231.0,777.0,2.0,9.0,1.0,22.0,0.0,2022.0,0.0
2021-04-12 01:00:00+01:00,391.0,402.0,14.0,0.0,11.0,0.0,11.0,638.0,1.0,8.0,1.0,22.0,0.0,2346.0,0.0
2021-04-12 02:00:00+01:00,389.0,402.0,18.0,0.0,13.0,0.0,81.0,596.0,2.0,8.0,1.0,22.0,0.0,2601.0,0.0
2021-04-12 03:00:00+01:00,391.0,483.0,18.0,0.0,15.0,0.0,127.0,567.0,2.0,7.0,1.0,21.0,0.0,2807.0,0.0
2021-04-12 04:00:00+01:00,389.0,831.0,13.0,38.0,3.0,0.0,327.0,627.0,2.0,8.0,1.0,21.0,0.0,2923.0,0.0
2021-04-12 05:00:00+01:00,388.0,1328.0,11.0,104.0,2.0,0.0,286.0,797.0,2.0,28.0,1.0,22.0,0.0,3088.0,0.0
2021-04-12 06:00:00+01:00,388.0,1876.0,8.0,113.0,2.0,102.0,60.0,826.0,1.0,179.0,1.0,23.0,0.0,3199.0,0.0
2021-04-12 07:00:00+01:00,389.0,2415.0,1.0,112.0,2.0,267.0,5.0,996.0,1.0,519.0,1.0,23.0,38.0,3249.0,0.0
2021-04-12 08:00:00+01:00,390.0,2705.0,1.0,102.0,2.0,305.0,5.0,1114.0,1.0,473.0,1.0,23.0,183.0,3186.0,0.0
2021-04-12 09:00:00+01:00,387.0,2926.0,1.0,111.0,2.0,144.0,5.0,917.0,2.0,68.0,1.0,24.0,328.0,2926.0,0.0
2021-04-12 10:00:00+01:00,390.0,2970.0,1.0,103.0,3.0,0.0,59.0,774.0,2.0,29.0,1.0,24.0,449.0,2546.0,0.0
2021-04-12 11:00:00+01:00,386.0,2974.0,1.0,141.0,4.0,5.0,6.0,1211.0,1.0,10.0,1.0,25.0,529.0,2200.0,0.0
2021-04-12 12:00:00+01:00,385.0,3016.0,2.0,210.0,2.0,158.0,5.0,1372.0,1.0,30.0,1.0,25.0,516.0,1806.0,0.0
2021-04-12 13:00:00+01:00,379.0,2994.0,5.0,250.0,2.0,48.0,6.0,1488.0,1.0,113.0,1.0,23.0,503.0,1363.0,0.0
2021-04-12 14:00:00+01:00,390.0,3058.0,1.0,202.0,2.0,143.0,5.0,1457.0,1.0,314.0,1.0,23.0,480.0,960.0,0.0
2021-04-12 15:00:00+01:00,391.0,3117.0,1.0,106.0,2.0,22.0,6.0,1264.0,1.0,259.0,1.0,24.0,415.0,755.0,0.0
2021-04-12 16:00:00+01:00,385.0,3088.0,1.0,170.0,2.0,358.0,5.0,1233.0,1.0,429.0,1.0,25.0,384.0,570.0,0.0
2021-04-12 17:00:00+01:00,388.0,3152.0,1.0,257.0,2.0,572.0,4.0,1183.0,1.0,718.0,1.0,26.0,237.0,576.0,0.0
2021-04-12 18:00:00+01:00,387.0,3203.0,1.0,285.0,2.0,1189.0,2.0,1296.0,1.0,1161.0,1.0,26.0,128.0,609.0,0.0
2021-04-12 19:00:00+01:00,383.0,3130.0,1.0,286.0,2.0,1424.0,1.0,1713.0,1.0,1216.0,1.0,25.0,18.0,815.0,0.0
2021-04-12 20:00:00+01:00,383.0,3117.0,1.0,285.0,2.0,1635.0,1.0,1957.0,1.0,1175.0,1.0,25.0,0.0,921.0,0.0
2021-04-12 21:00:00+01:00,381.0,3097.0,1.0,286.0,5.0,1327.0,1.0,2001.0,1.0,1107.0,1.0,26.0,0.0,1071.0,0.0
2021-04-12 22:00:00+01:00,380.0,2975.0,3.0,286.0,7.0,1032.0,2.0,1796.0,1.0,865.0,1.0,25.0,0.0,1145.0,0.0
2021-04-12 23:00:00+01:00,387.0,2726.0,4.0,186.0,8.0,72.0,6.0,1587.0,1.0,549.0,1.0,26.0,0.0,1080.0,0.0
2021-04-13 00:00:00+01:00,380.0,2337.0,4.0,180.0,11.0,55.0,6.0,1422.0,1.0,584.0,1.0,25.0,0.0,1011.0,0.0
2021-04-13 01:00:00+01:00,387.0,2461.0,4.0,181.0,12.0,0.0,6.0,1007.0,1.0,125.0,1.0,26.0,0.0,1124.0,0.0
2021-04-13 02:00:00+01:00,381.0,2253.0,6.0,181.0,12.0,0.0,158.0,887.0,1.0,30.0,1.0,26.0,0.0,1256.0,0.0
2021-04-13 03:00:00+01:00,382.0,2215.0,3.0,212.0,4.0,0.0,134.0,780.0,1.0,29.0,1.0,26.0,0.0,1231.0,0.0
2021-04-13 04:00:00+01:00,354.0,2773.0,2.0,317.0,0.0,23.0,6.0,744.0,1.0,56.0,1.0,25.0,0.0,1093.0,0.0
2021-04-13 05:00:00+01:00,327.0,2938.0,1.0,469.0,0.0,64.0,6.0,1092.0,1.0,422.0,1.0,24.0,0.0,918.0,0.0
2021-04-13 06:00:00+01:00,327.0,3059.0,1.0,484.0,0.0,125.0,6.0,1640.0,1.0,650.0,1.0,24.0,0.0,1019.0,0.0
2021-04-13 07:00:00+01:00,329.0,3194.0,1.0,550.0,0.0,226.0,5.0,1620.0,1.0,829.0,1.0,24.0,19.0,1118.0,0.0
2021-04-13 08:00:00+01:00,328.0,3313.0,1.0,575.0,0.0,569.0,3.0,1702.0,1.0,1011.0,1.0,23.0,127.0,1268.0,0.0
2021-04-13 09:00:00+01:00,334.0,3343.0,1.0,574.0,0.0,301.0,3.0,1613.0,1.0,754.0,1.0,23.0,228.0,1320.0,0.0
2021-04-13 10:00:00+01:00,333.0,3279.0,1.0,574.0,0.0,266.0,3.0,1394.0,1.0,329.0,1.0,24.0,359.0,1072.0,0.0
2021-04-13 11:00:00+01:00,328.0,3329.0,1.0,576.0,0.0,353.0,3.0,1487.0,1.0,471.0,1.0,23.0,435.0,823.0,0.0
2021-04-13 12:00:00+01:00,331.0,3381.0,1.0,576.0,0.0,247.0,3.0,1210.0,1.0,580.0,1.0,23.0,462.0,683.0,0.0
2021-04-13 13:00:00+01:00,330.0,3332.0,1.0,522.0,0.0,242.0,3.0,983.0,1.0,464.0,1.0,25.0,442.0,386.0,0.0
2021-04-13 14:00:00+01:00,327.0,3324.0,1.0,573.0,0.0,72.0,4.0,648.0,1.0,83.0,1.0,23.0,409.0,266.0,0.0
